CLIENTE;IDENTIFICACION;DOCUMENTO;PAIS;CANAL;FORMA DE PAGO;PRODUCTO;VENDEDOR;FECHA;VENTAS;CANTIDAD;DESCUENTO_PORCENTAJE;PRECIO_UNITARIO
Carrefour;900348761.0;FV 108006;Ecuador ;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-85;Viviana Cano;2010-01-28;66414;9;8.0;7379
Tiendas Olímpica;901765437.0;FV 106895;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-88;Viviana Cano;2009-07-11;59796;11;0.0;5436
Hipermaxi;899453679.0;FV 58444;Guatemala;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Bernardo Cifuentes;2022-02-27;55000;13;19.9;4231
Walmart;890342123.0;FV 48960;Ecuador;Redes Sociales;Transferencia Electronica;Pantaloneta;Viviana Cano;2021-02-20;34350;10;0.0;3435
Supermercados Peruanos;896789012.0;FV 111995;Colombia;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-41;Viviana Cano;2012-01-17;103849;12;0.0;8654
Super 99;899087237.0;FV 146702;Honduras;Telefono;Cheque;Guayos Nike Cr-22;Lidia Bueno;2020-07-11;54721;8;8.1;6840
Gessa;901324700.0;FV 111584;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-45;Hernando Portilla;2011-11-12;134344;10;5.5;13434
Super 99;899087237.0;FV 104488;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-65;Viviana Cano;2008-04-28;98892;12;7.0;8241
Hipermaxi;899453679.0;FV 50563;Colombia;Punto de Venta;Efectivo;Bloqueador solar;Guillermo Benavides;2021-04-03;76800;6;9.1;12800
Soriana;901345679.0;FV 141888;Colombia;Punto de Venta;Efectivo;Guayos Nike Cr-71;Lidia Bueno;2019-07-21;137766;14;19.2;9840
Walmart;890342123.0;FV 69638;Peru;APP;Transferencia Electronica;Casco de escalada de granito;Guillermo Benavides;2023-05-30;31000;10;6.1;3100
Super 99;899087237.0;FV 109572;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-121;Viviana Cano;2010-11-08;124320;10;0.0;12432
Makro;902765200.0;FV 123276;Colombia;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-96;Bernardo Cifuentes;2015-08-26;45206;7;8.8;6458
Carrefour;900348761.0;FV 130547;Guatemala;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-91;Lidia Bueno;2017-04-03;74326;11;0.0;6757
Hipermaxi;899453679.0;FV 105674;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-55;Hernando Portilla;2008-12-03;10429;1;0.0;10429
Hipermaxi;;FV 49593;Guatemala;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Lidia Bueno;2021-03-08;55000;10;0.0;5500
Walmart;890342123.0;FV 114191;Peru;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-46;Hernando Portilla;2012-09-29;2474;1;0.0;2474
Super 99;899087237.0;FV 58446;Nicaragua;Redes Sociales;Transferencia Electronica;Termo de Bicicleta;Lidia Bueno;2022-02-27;55000;6;0.0;9167
Soriana;901345679.0;FV 63021;Ecuador;APP;Transferencia Electronica;Kit de cocina TrailChef;Hernando Portilla;2022-08-22;24000;8;0.0;3000
Walmart;890342123.0;FV 138384;Colombia;Telefono;Cheque;Guayos Nike Cr-34;Lidia Bueno;2018-11-02;25953;2;0.0;12976
Gessa;901324700.0;FV 56239;Colombia;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Lidia Bueno;2021-12-10;55000;6;0.0;9167
Gessa;901324700.0;FV 140255;Colombia;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-90;Viviana Cano;2019-03-23;31682;12;6.5;2640
Cencosud;901776453.0;FV 143218;Ecuador;Punto de Venta;Transferencia Electronica;Mochila Canyon Mule Journey;Bernardo Cifuentes;2019-10-29;138952;13;8.4;10689
Cencosud;901776453.0;FV 43688;Ecuador;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Hernando Portilla;2024-08-15;85500;10;0.0;8550
Carrefour;900348761.0;FV 68654;Peru;Redes Sociales;Cheque;Bolsa de golf Course Pro;Patricia Angarita;2023-05-06;21700;13;0.0;1669
Cencosud;901776453.0;FV 120760;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-41;Viviana Cano;2014-11-08;47529;15;8.8;3169
Cencosud;901776453.0;FV 131591;Nicaragua;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-96;Viviana Cano;2017-06-17;78556;14;0.0;5611
Jumbo;901345871.0;FV 128370;Mexico;Telefono;Efectivo;Guayos Nike Cr-31;Viviana Cano;2016-10-28;27350;4;0.0;6838
Hipermaxi;899453679.0;FV 57113;Panama;Redes Sociales;Transferencia Electronica;Mountain Man Extreme;Lidia Bueno;2022-01-13;43600;16;8.3;2725
Cencosud;901776453.0;FV 56725;Mexico;Redes Sociales;Transferencia Electronica;Palo Course Pro;Viviana Cano;2021-12-27;50700;6;0.0;8450
Bodega Aurrerá;890457811.0;FV 43901;Panama;Redes Sociales;Efectivo;Bloqueador solar;Guillermo Benavides;2024-07-09;75000;10;8.5;7500
Bodega Aurrerá;890457811.0;FV 107194;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-106;Hernando Portilla;2009-09-01;66053;9;0.0;7339
Walmart;890342123.0;FV 125741;Nicaragua;Telefono;Cheque;Sudadera Puma;Hernando Portilla;2016-04-15;141647;14;7.8;10118
;896789012.0;FV 66409;Nicaragua;Redes Sociales;Cheque;Mountain Man Extreme;Viviana Cano;2023-02-20;12000;6;0.0;2000
Cencosud;901776453.0;FV 69340;Guatemala;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Armando Casas;2023-05-23;53450;23;0.0;2324
Walmart;890342123.0;FV 148644;Mexico;Punto de Venta;Cheque;Guayos Nike Cr-29;Viviana Cano;2020-11-28;27406;8;0.0;3426
Hipermaxi;899453679.0;FV 115741;Peru;Telefono;Tarjeta de Credito;Guayos Nike Cr-94;Viviana Cano;2013-03-31;120819;15;0.0;8055
Gessa;901324700.0;FV 108609;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-38;Viviana Cano;2010-05-21;23268;8;0.0;2908
Walmart;890342123.0;FV 45936;Peru;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Armando Casas;2024-10-10;51000;10;0.0;5100
Supermercados Peruanos;896789012.0;FV 147343;Ecuador;Telefono;Transferencia Electronica;Guayos Nike Cr-78;Hernando Portilla;2020-08-24;9977;4;0.0;2494
Tiendas San Francisco;897345600.0;FV 55936;Panama;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Lidia Bueno;2021-11-30;55000;6;0.0;9167
Soriana;901345679.0;FV 50013;Colombia;Redes Sociales;Transferencia Electronica;Mountain Man Extreme;Lidia Bueno;2021-03-18;43000;2;7.7;21500
Tiendas Olímpica;901765437.0;FV 44868;Colombia;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Lidia Bueno;2024-09-25;64200;8;0.0;8025
Hipermaxi;899453679.0;FV 43401;Colombia;Redes Sociales;Transferencia Electronica;Arnés Extremo Husky;Lidia Bueno;2024-06-04;55000;6;0.0;9167
La Anónima;897564399.0;FV 130453;Peru;Telefono;Efectivo;Guayos Nike Cr-87;Viviana Cano;2017-03-28;1601091.1761380972;7;8.5;7672
Carrefour;900348761.0;FV 134460;Peru;Telefono;Cheque;Guayos Nike Cr-113;Hernando Portilla;2018-01-07;115011;14;0.0;8215
Supermercados Peruanos;896789012.0;FV 47070;Ecuador;Punto de Venta;Efectivo;Bloqueador solar;Hernando Portilla;2024-12-20;75000;10;0.0;7500
Bodega Aurrerá;890457811.0;FV 131832;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-122;Bernardo Cifuentes;2017-07-03;51847;4;0.0;12962
Supermercados Peruanos;896789012.0;FV 69484;Ecuador;Punto de Venta;Efectivo;GPS glaciar;Patricia Angarita;2023-05-27;377650;13;0.0;29050
Makro;902765200.0;FV 41967;Ecuador;Punto de Venta;Efectivo;Husky Cuerda 200;Patricia Angarita;2024-06-03;235690;4;0.0;58922
Carrefour;900348761.0;FV 111134;Ecuador;Punto de Venta;Cheque;Balon de Microfutbol Golty;Hernando Portilla;2011-08-21;22238;5;0.0;4448
Super 99;899087237.0;FV 104666;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-87;Hernando Portilla;2008-05-28;50643;8;0.0;6330
Hipermaxi;899453679.0;FV 58869;Guatemala;Redes Sociales;Transferencia Electronica;Batería recargable Firefly;Bernardo Cifuentes;2022-03-13;35400;10;8.9;3540
Super 99;899087237.0;FV 43674;Panama;Teléfono;Efectivo;Mochila Canyon Mula Weekender;Hernando Portilla;2024-08-15;87800;6;6.8;14633
Hipermaxi;899453679.0;FV 59077;Mexico;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Patricia Angarita;2022-03-21;71500;6;14.4;11917
Hipermaxi;899453679.0;FV 46077;Ecuador;Punto de Venta;Efectivo;GPS glaciar;Patricia Angarita;2024-11-01;235690;4;0.0;58922
Cencosud;901776453.0;FV 64617;Nicaragua;Redes Sociales;Transferencia Electronica;Camiseta Deportiva;Viviana Cano;2022-11-20;23650;10;13.0;2365
Carrefour;900348761.0;FV 142178;Peru;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-11;Bernardo Cifuentes;2019-08-10;12950;2;0.0;6475
Super Selectos;901457120.0;FV 122456;Peru;Telefono;Efectivo;Guayos Nike Cr-35;Hernando Portilla;2015-05-25;2751959.961077876;10;5.5;10288
Gessa;901324700.0;FV 48822;Ecuador;Teléfono;Cheque;Mountain Man Extreme;Viviana Cano;2021-02-17;15200;6;0.0;2533
Carrefour;900348761.0;FV 145057;Nicaragua;Punto de Venta;Tarjeta de Credito;Pantaloneta;Bernardo Cifuentes;2020-03-09;26868;4;18.7;6717
Carrefour;900348761.0;FV 116028;Peru;Telefono;Cheque;Guayos Nike Cr-55;Viviana Cano;2013-05-07;37373;9;0.0;4153
Gessa;901324700.0;FV 103379;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-24;Viviana Cano;2007-08-14;24406;2;5.7;12203
Unimarc;900434592.0;FV 102591;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-75;Viviana Cano;2007-01-04;13814;4;0.0;3454
Carrefour;900348761.0;FV 125738;Guatemala;Telefono;Cheque;Lámpara EverGlow;Viviana Cano;2016-04-15;146821;14;0.0;10487
Carrefour;900348761.0;FV 102516;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-118;Viviana Cano;2006-12-16;70550;6;5.8;11758
Hipermaxi;899453679.0;FV 128693;Colombia;Telefono;Efectivo;Sudadera Puma;Hernando Portilla;2016-11-19;77272;15;5.8;5151
Hipermaxi;899453679.0;FV 46676;Mexico;Punto de Venta;Efectivo;GPS glaciar;Patricia Angarita;2024-12-20;112800;10;6.8;11280
Unimarc;900434592.0;FV 115876; Colombia;Telefono;Cheque;Canyon Mule Carryall;Viviana Cano;2013-04-18;Sin dato;11;14.5;5169
Unimarc;900434592.0;FV 125194;Honduras;Telefono;Transferencia Electronica;Guayos Nike Cr-52;Bernardo Cifuentes;2016-03-05;57870;8;0.0;7234
Super Selectos;901457120.0;FV 102817;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-30;Viviana Cano;2007-03-06;71056;11;0.0;6460
;890342123.0;FV 66104;Guatemala;Redes Sociales;Tarjeta de Credito;Loción BugShield;Hernando Portilla;2023-02-07;55000;8;0.0;6875
Grupo Éxito;809765231.0;FV 109393;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-46;Hernando Portilla;2010-10-08;91753;8;0.0;11469
Super 99;899087237.0;FV 54373;Ecuador;Teléfono;Transferencia Electronica;Termo de Bicicleta;Patricia Angarita;2021-10-07;55000;2;0.0;27500
Gessa;901324700.0;FV 48142;Peru;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Viviana Cano;2021-01-30;55000;6;9.6;9167
Bodega Aurrerá;890457811.0;FV 148553;Mexico;Telefono;Tarjeta de Credito;Guayos Nike Cr-75;Guillermo Benavides;2020-11-20;3512;1;0.0;3512
Hipermaxi;899453679.0;FV 120353;Peru;Punto de Venta;Efectivo;Guayos Nike Cr-110;Bernardo Cifuentes;2014-09-22;44275;5;0.0;8855
Cencosud;901776453.0;FV 126451;Nicaragua;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Viviana Cano;2016-06-09;59110;9;6.1;6568
Walmart;890342123.0;FV 52683;Ecuador;Punto de Venta;Efectivo;Set de Madera Lady Hailstorm Titanium;Patricia Angarita;2021-05-24;80250;6;0.0;13375
Gessa;901324700.0;FV 137048;Ecuador;Telefono;Transferencia Electronica;Guayos Nike Cr-51;Viviana Cano;2018-07-23;135397;13;0.0;10415
Hipermaxi;899453679.0;FV 133988;Guatemala;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-121;Hernando Portilla;2017-12-05;50842;5;0.0;10168
Carrefour;900348761.0;FV 43816;Nicaragua;Redes Sociales;Efectivo;Gorra Deportiva;Hernando Portilla;2024-07-09;76800;6;0.0;12800
Tiendas Olímpica;;FV 114361;Peru;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-89;Viviana Cano;2012-10-23;6733;1;0.0;6733
Soriana;901345679.0;FV 107413;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-105;Viviana Cano;2009-10-12;45630;9;0.0;5070
Cencosud;901776453.0;FV 61990;Mexico;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Viviana Cano;2022-07-06;23650;6;0.0;3942
Grupo Éxito;809765231.0;FV 138700;Guatemala;Punto de Venta;Efectivo;Juego TrailChef Deluxe Cook;Guillermo Benavides;2018-11-26;35839;3;0.0;11946
Walmart;890342123.0;FV 71180;Ecuador;Redes Sociales;Transferencia Electronica;Camiseta Deportiva;Hernando Portilla;2023-08-20;28350;8;0.0;3544
Bodega Aurrerá;890457811.0;FV 64479;Peru;Redes Sociales;Cheque;Lámpara EverGlow;Viviana Cano;2022-11-12;12450;10;0.0;1245
Super 99;899087237.0;FV 122074;Colombia;Punto de Venta;Efectivo;Guayos Nike Cr-54;Hernando Portilla;2015-04-11;157228;13;0.0;12094
Unimarc;900434592.0;FV 118287;Peru;Telefono;Transferencia Electronica;Guayos Nike Cr-29;Bernardo Cifuentes;2014-01-22;19393;4;0.0;4848
Hipermaxi;899453679.0;FV 63859;Colombia;Redes Sociales;Cheque;Bolsa de golf Course Pro;Patricia Angarita;2022-10-04;10700;8;0.0;1338
Unimarc;900434592.0;FV 71504;Panama;Redes Sociales;Cheque;Guantes de Arquero Nike;Viviana Cano;2023-09-26;15550;6;17.6;2592
Soriana;901345679.0;FV 128310;Guatemala;Telefono;Cheque;Guayos Nike Cr-76;Viviana Cano;2016-10-23;114702;8;9.5;14338
Hipermaxi;899453679.0;FV 43045;Mexico;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Viviana Cano;2024-06-04;55000;1;5.3;55000
Hipermaxi;899453679.0;FV 57168;Guatemala;Redes Sociales;Transferencia Electronica;Mountain Man Extreme;Lidia Bueno;2022-01-15;47850;10;9.8;4785
Hipermaxi;899453679.0;FV 43563;Honduras;Punto de Venta;Efectivo;GPS glaciar;Bernardo Cifuentes;2024-08-15;105500;13;0.0;8115
Super Selectos;901457120.0;FV 115835;Peru;Telefono;Tarjeta de Credito;Balon de Futbol Adidas;Viviana Cano;2013-04-14;34502;3;7.1;11501
Super 99;899087237.0;FV 145363;Guatemala;Telefono;Cheque;Guayos Nike Cr-57;Viviana Cano;2020-04-07;9591;4;5.6;2398
;890342123.0;FV 108384;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-119;Viviana Cano;2010-04-10;56536;12;8.2;4711
Unimarc;900434592.0;FV 67259;Ecuador;Redes Sociales;Cheque;Lámpara EverGlow;Lidia Bueno;2023-03-28;15850;10;0.0;1585
Cencosud;901776453.0;FV 54187;Ecuador;APP;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Patricia Angarita;2021-06-29;55450;8;7.1;6931
Gessa;901324700.0;FV 139653;Honduras;Telefono;Tarjeta de Credito;Guayos Nike Cr-98;Guillermo Benavides;2019-02-05;206139;14;0.0;14724
Automercados Plaza's;891009100.0;FV 69354;Peru;Redes Sociales;Cheque;Guantes de Arquero Nike;Bernardo Cifuentes;2023-05-24;14400;6;7.6;2400
Supermercados Peruanos;896789012.0;FV 100792;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-14;Viviana Cano;2005-08-10;20328;7;7.8;2904
Tiendas Olímpica;901765437.0;FV 43712;Guatemala;Punto de Venta;Efectivo;Set de Madera Lady Hailstorm Titanium;Armando Casas;2024-08-15;82500;6;0.0;13750
Supermercados Peruanos;896789012.0;FV 121303;Ecuador;Telefono;Efectivo;Guayos Nike Cr-108;Viviana Cano;2015-01-11;171028;13;0.0;13156
Tiendas San Francisco;897345600.0;FV 131050;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-89;Guillermo Benavides;2017-05-06;70568;8;0.0;8821
Super 99;899087237.0;FV 132114;Mexico;Telefono;Transferencia Electronica;Guayos Nike Cr-93;Viviana Cano;2017-07-25;83805;9;0.0;9312
Automercados Plaza's;891009100.0;FV 138474;Ecuador;Telefono;Efectivo;Guayos Nike Cr-120;Viviana Cano;2018-11-09;108516;8;7.0;13564
Walmart;890342123.0;FV 59552;Guatemala;Redes Sociales;Cheque;Guantes de Arquero Nike;Viviana Cano;2022-04-06;10750;10;0.0;1075
Ara;901001382.0;FV 125807;Mexico;Telefono;Cheque;Guayos Nike Cr-122;Guillermo Benavides;2016-04-19;23395;7;7.7;3342
Unimarc;900434592.0;FV 132986;Nicaragua;Telefono;Transferencia Electronica;Guayos Nike Cr-117;Lidia Bueno;2017-09-24;11515;1;0.0;11515
Supermercados Peruanos;896789012.0;FV 129516;Guatemala;Punto de Venta;Efectivo;Mirador Star;Viviana Cano;2017-01-21;80152;15;0.0;5343
Supermercados Peruanos;896789012.0;FV 67473;Ecuador;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Armando Casas;2023-04-05;235690;23;0.0;10247
Ara;901001382.0;FV 116188;Colombia;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-20;Hernando Portilla;2013-05-24;23371;4;0.0;5843
Cencosud;901776453.0;FV 52049;Ecuador;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Lidia Bueno;2021-05-08;26850;13;0.0;2065
Ara;901001382.0;FV 41253;Panama;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Guillermo Benavides;2024-03-05;62900;13;0.0;4838
Carrefour;900348761.0;FV 120018;Peru;Telefono;Efectivo;Guayos Nike Cr-45;Viviana Cano;2014-08-13;43512;10;9.3;4351
Ara;901001382.0;FV 47712;Panama;Redes Sociales;Cheque;Guantes de Arquero Nike;Viviana Cano;2021-01-19;17300;10;0.0;1730
Soriana;901345679.0;FV 130361;Colombia;Punto de Venta;Tarjeta de Credito;Mochila Canyon Mule Journey;Lidia Bueno;2017-03-23;48126;5;0.0;9625
Carrefour;900348761.0;FV 148491;Peru;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-113;Bernardo Cifuentes;2020-11-15;44752;5;5.0;8950
Hipermaxi;899453679.0;FV 72130;Guatemala;Redes Sociales;Transferencia Electronica;Casco de escalada de granito;Guillermo Benavides;2023-11-09;65700;2;0.0;32850
Cencosud;901776453.0;FV 47255;Panama;Redes Sociales;Transferencia Electronica;Pantaloneta;Viviana Cano;2021-04-07;33500;8;9.5;4188
Unimarc;900434592.0;FV 138264;Peru;Telefono;Efectivo;Guayos Nike Cr-97;Viviana Cano;2018-10-22;14111;1;0.0;14111
Unimarc;900434592.0;FV 102681;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-19;Viviana Cano;2007-01-30;23872;2;0.0;11936
Jumbo;901345871.0;FV 110835;Ecuador;Punto de Venta;Efectivo;Balon de Microfutbol Golty;Viviana Cano;2011-06-29;113246;12;0.0;9437
;897345600.0;FV 106981;Ecuador ;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-110;Hernando Portilla;2009-07-25;71314;14;0.0;5094
Tiendas San Francisco;897345600.0;FV 112267;Colombia;Telefono;Transferencia Electronica;Guayos Nike Cr-85;Viviana Cano;2012-02-14;15436;7;0.0;2205
La Anónima;897564399.0;FV 115670;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-120;Hernando Portilla;2013-03-23;6306;1;14.6;6306
Grupo Éxito;809765231.0;FV 142148;Colombia;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-89;Lidia Bueno;2019-08-08;20101;7;0.0;2872
Automercados Plaza's;891009100.0;FV 136081;Panama;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-105;Bernardo Cifuentes;2018-05-09;50410;7;0.0;7201
Supermercados Peruanos;896789012.0;FV 142474;Nicaragua;Punto de Venta;Efectivo;Guayos Nike Cr-36;Guillermo Benavides;2019-09-02;66747;5;0.0;13349
Walmart;890342123.0;FV 66821;Guatemala;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Patricia Angarita;2023-03-09;38000;8;0.0;4750
Tiendas Olímpica;901765437.0;FV 61855;Honduras;Redes Sociales;Transferencia Electronica;Sudadera Puma;Viviana Cano;2022-06-28;55000;2;0.0;27500
Carrefour;900348761.0;FV 145911;Colombia;Telefono;Efectivo;Guayos Nike Cr-28;Hernando Portilla;2020-05-15;14909;1;0.0;14909
Carrefour;900348761.0;FV 59272;Peru;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Lidia Bueno;2022-03-27;55000;6;0.0;9167
Walmart;890342123.0;FV 60245;Mexico;Teléfono;Cheque;Guantes de Arquero Nike;Viviana Cano;2022-05-02;11150;6;6.6;1858
Super Selectos;901457120.0;FV 129687;Peru;Telefono;Tarjeta de Credito;Bloqueador solar;Guillermo Benavides;2017-02-03;194191;15;5.1;12946
Walmart;890342123.0;FV 127367;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-55;Viviana Cano;2016-08-14;72602;14;8.0;5186
Supermercados Peruanos;896789012.0;FV 131334;Mexico;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-48;Hernando Portilla;2017-05-29;62876;14;18.8;4491
Jumbo;901345871.0;FV 135999;Panama;Telefono;Cheque;Bloqueador solar;Guillermo Benavides;2018-05-02;13123;1;5.2;13123
Tiendas San Francisco;897345600.0;FV 118377;Colombia;Telefono;Transferencia Electronica;Guayos Nike Cr-117;Hernando Portilla;2014-02-01;26967;3;5.9;8989
Gessa;901324700.0;FV 128952;Guatemala;Telefono;Efectivo;Guayos Nike Cr-14;Hernando Portilla;2016-12-10;34472;12;0.0;2873
Bodega Aurrerá;890457811.0;FV 138252;Mexico;Telefono;Transferencia Electronica;Guayos Nike Cr-43;Hernando Portilla;2018-10-21;54070;6;18.6;9012
Supermercados Peruanos;896789012.0;FV 46300;Peru;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Guillermo Benavides;2024-11-01;123400;8;0.0;15425
Jumbo;901345871.0;FV 147229;Peru;Punto de Venta;Cheque;BugShield Lotion Lite;Hernando Portilla;2020-08-15;16589;2;0.0;8294
Bodega Aurrerá;890457811.0;FV 138027;Panama;Telefono;Efectivo;Kit de cocina TrailChef;Viviana Cano;2018-10-06;53084;7;0.0;7583
Hipermaxi;899453679.0;FV 129028;Colombia;Telefono;Transferencia Electronica;Guayos Nike Cr-97;Viviana Cano;2016-12-17;12217;3;0.0;4072
Tiendas Olímpica;901765437.0;FV 135922;Colombia;Punto de Venta;Transferencia Electronica;Loción BugShield;Guillermo Benavides;2018-04-27;138701;15;6.4;9247
Super 99;899087237.0;FV 68246;Peru;Redes Sociales;Tarjeta de Credito;Alivio de mordedura de insectos;Hernando Portilla;2023-04-25;75000;6;0.0;12500
Supermercados Peruanos;896789012.0;FV 130801;Nicaragua;Telefono;Transferencia Electronica;Guantes de Arquero Nike;Hernando Portilla;2017-04-21;75530;7;0.0;10790
Hipermaxi;899453679.0;FV 49755; Guatemala;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Hernando Portilla;2021-03-12;?;6;8.1;9167
Jumbo;901345871.0;FV 114979;Ecuador;Telefono;Efectivo;Guayos Nike Cr-83;Bernardo Cifuentes;2013-01-03;3085;1;0.0;3085
Hipermaxi;899453679.0;FV 63719;Mexico;Redes Sociales;Transferencia Electronica;Palo Course Pro;Hernando Portilla;2022-09-23;44250;6;0.0;7375
Grupo Éxito;809765231.0;FV 136621;Honduras;Punto de Venta;Efectivo;Guayos Nike Cr-24;Hernando Portilla;2018-06-22;32572;5;7.4;6514
Super Selectos;901457120.0;FV 121784;Ecuador;Telefono;Transferencia Electronica;Star Gazer 3;Viviana Cano;2015-03-07;58569;5;12.5;11714
